id,node_color,vuln_color,hygiene_color,node_value,type,vuln_score,hygiene_score
@types/istanbul-lib-report,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
registry-url,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
require-like,#74b9ff,#74b9ff,#ff4081,1,1,0,7
@types/sax,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
escape-string-regexp,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@docusaurus/utils-validation,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
hast-util-to-parse5,#74b9ff,#74b9ff,#ff4081,1,1,0,6
wrappy,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-transform-reserved-words,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
unist-util-visit-parents,#74b9ff,#74b9ff,#ff4081,1,1,0,6
mimic-response,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
html-void-elements,#74b9ff,#74b9ff,#ff4081,1,1,0,6
globby,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/qs,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
react-textarea-autosize,#74b9ff,#74b9ff,#ff4081,1,1,0,7
regjsparser,#74b9ff,#74b9ff,#ff4081,1,1,0,6
prop-types,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
section-matter,#74b9ff,#74b9ff,#ff4081,1,1,0,7
@babel/plugin-syntax-import-assertions,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-loader,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
nomic,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
cheerio-select,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
copy-webpack-plugin,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
string.prototype.trimstart,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
deeplake,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
latest-version,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
fast-levenshtein,#74b9ff,#74b9ff,#ff4081,1,1,0,6
nvidia-cuda-runtime-cu11,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pysocks,#74b9ff,#74b9ff,#ff4081,1,1,0,6
timescale-vector,#e91e63,#74b9ff,#e91e63,1,1,0,10
cookie-signature,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/helper-builder-binary-assignment-operator-visitor,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-transform-function-name,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
object-inspect,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
react-lifecycles-compat,#ff4081,#74b9ff,#ff4081,1,1,0,8
postcss-minify-gradients,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
d3-time-format,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-transform-unicode-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-discard-comments,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
language-subtag-registry,#ff4081,#74b9ff,#ff4081,1,1,0,7
cose-base,#ff4081,#74b9ff,#ff4081,1,1,0,8
string.prototype.trim,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
address,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/scheduler,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-bugfix-safari-id-destructuring-collision-in-function-expression,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pyowm,#ff4081,#74b9ff,#ff4081,1,1,0,7
@babel/plugin-transform-react-jsx,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/helper-validator-option,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
require-from-string,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@jest/types,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@svgr/babel-plugin-transform-react-native-svg,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-transform-optional-catch-binding,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
p-retry,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
typescript,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
optionator,#74b9ff,#74b9ff,#ff4081,1,1,0,6
utility-types,#74b9ff,#74b9ff,#ff4081,1,1,0,6
babel-plugin-polyfill-corejs2,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
py-trello,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
@docsearch/react,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
react-dom,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
cytoscape-cose-bilkent,#ff4081,#74b9ff,#ff4081,1,1,0,7
http-proxy,#ff4081,#74b9ff,#ff4081,1,1,0,7
eastasianwidth,#74b9ff,#74b9ff,#ff4081,1,1,0,7
is-hexadecimal,#74b9ff,#74b9ff,#ff4081,1,1,0,6
is-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
bibtexparser,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
postcss-discard-overridden,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
get-own-enumerable-property-symbols,#ff4081,#74b9ff,#ff4081,1,1,0,7
types-markupsafe,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@mdx-js/react,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@docusaurus/core,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@svgr/babel-plugin-remove-jsx-empty-expression,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/helper-remap-async-to-generator,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pinecone-text,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
unist-util-stringify-position,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/helper-create-regexp-features-plugin,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
node-releases,#74b9ff,#74b9ff,#ff4081,1,1,0,6
shebang-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
html-tags,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
momento,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
is-core-module,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
glob,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
jsonc-parser,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
d3-quadtree,#ff4081,#74b9ff,#ff4081,1,1,0,7
@ampproject/remapping,#74b9ff,#74b9ff,#ff4081,1,1,0,6
is-stream,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
wolframalpha,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
hast-util-parse-selector,#74b9ff,#74b9ff,#ff4081,1,1,0,6
prism-react-renderer,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
string.prototype.matchall,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
readable-stream,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@types/mime,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/preset-react,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-transform-exponentiation-operator,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-minify-font-values,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
unist-util-position,#74b9ff,#74b9ff,#ff4081,1,1,0,6
espree,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
webpack-dev-middleware,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/ws,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
esrecurse,#74b9ff,#74b9ff,#ff4081,1,1,0,6
fast-url-parser,#74b9ff,#74b9ff,#ff4081,1,1,0,6
compressible,#74b9ff,#74b9ff,#ff4081,1,1,0,6
css-declaration-sorter,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
@babel/plugin-proposal-unicode-property-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
dgml-utils,#e91e63,#74b9ff,#e91e63,1,1,0,10
@braintree/sanitize-url,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/helper-function-name,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/react-router-dom,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/history,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
html2text,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
get-stream,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
requires-port,#74b9ff,#74b9ff,#ff4081,1,1,0,6
reading-time,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-transform-react-pure-annotations,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
axe-core,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
json-stable-stringify-without-jsonify,#74b9ff,#74b9ff,#ff4081,1,1,0,7
supports-preserve-symlinks-flag,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
mwparserfromhell,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
regenerate-unicode-properties,#74b9ff,#74b9ff,#ff4081,1,1,0,6
pretty-error,#74b9ff,#74b9ff,#ff4081,1,1,0,6
globals,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
core-js,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@babel/helper-create-class-features-plugin,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
natural-compare,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/serve-index,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/express,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
parent-module,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
d3-transition,#ff4081,#74b9ff,#ff4081,1,1,0,7
react-router-dom,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-transform-typescript,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
regenerate,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/preset-modules,#ff4081,#74b9ff,#ff4081,1,1,0,7
is-extglob,#74b9ff,#74b9ff,#ff4081,1,1,0,6
parse-json,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pylance,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
@babel/plugin-transform-sticky-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
rapidocr-onnxruntime,#e91e63,#74b9ff,#e91e63,1,1,0,10
postcss-selector-parser,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@types/retry,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-proposal-private-property-in-object,#e91e63,#74b9ff,#e91e63,1,1,0,10
http-parser-js,#74b9ff,#74b9ff,#ff4081,1,1,0,6
array-union,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/json5,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
is-weakref,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/html-minifier-terser,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@svgr/babel-plugin-replace-jsx-attribute-value,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/http-errors,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@algolia/autocomplete-shared,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
sphinx-typlog-theme,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@types/connect-history-api-fallback,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-syntax-nullish-coalescing-operator,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
es-set-tostringtag,#e91e63,#74b9ff,#e91e63,1,1,0,10
postcss-normalize-unicode,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/react-router-config,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
json-parse-even-better-errors,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@discoveryjs/json-ext,#74b9ff,#74b9ff,#ff4081,1,1,0,6
manifest-ml,#e91e63,#74b9ff,#e91e63,1,1,0,10
onetime,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
interpret,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
function-bind,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
react-helmet-async,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
google-cloud-documentai,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
@babel/helper-compilation-targets,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
spacy-loggers,#74b9ff,#74b9ff,#ff4081,1,1,0,6
aws-cdk.cloudformation-include,#d500f9,#d500f9,#d500f9,3,3,0,-1
inquirer,#d500f9,#d500f9,#d500f9,3,3,0,-1
aws-cdk.core,#d500f9,#d500f9,#d500f9,3,3,0,-1
attr,#74b9ff,#74b9ff,#ff4081,1,1,0,6
semver,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
restructuredtext-lint,#d500f9,#d500f9,#d500f9,3,3,0,-1
querystring-parser,#d500f9,#d500f9,#d500f9,3,3,0,-1
shap,#d500f9,#d500f9,#d500f9,3,3,0,-1
pysftp,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
aliyunstoreplugin,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pandas-profiling,#d500f9,#d500f9,#d500f9,3,3,0,-1
waitress,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyaudio,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-bibtex,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pybtex,#d500f9,#d500f9,#d500f9,3,3,0,-1
pybtex-docutils,#d500f9,#d500f9,#d500f9,3,3,0,-1
google-cloud-logging,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
kfp,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ray[default],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
uvicorn[standard],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tensorboard-plugin-profile,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
accessible-pygments,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
wget,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
mmh3,#74b9ff,#74b9ff,#ff4081,1,1,0,6
urllib3-secure-extra,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
requests-cache,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
bson,#d500f9,#d500f9,#d500f9,3,3,0,-1
ujson,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cattrs,#d500f9,#d500f9,#d500f9,3,3,0,-1
python-crfsuite,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
twython,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
contextvars,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
libarchive-c,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-check-links,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
uritemplate,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
jaraco.context,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pmxbot,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
"httpx[brotli,http2,socks]",#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
blobfile,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
zarr,#d500f9,#d500f9,#d500f9,3,3,0,-1
netcdf4,#d500f9,#d500f9,#d500f9,3,3,0,-1
pydap,#d500f9,#d500f9,#d500f9,3,3,0,-1
cftime,#d500f9,#d500f9,#d500f9,3,3,0,-1
bottleneck,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
dask[complete],#d500f9,#d500f9,#d500f9,3,3,0,-1
flox,#d500f9,#d500f9,#d500f9,3,3,0,-1
"xarray[accel,io,parallel,viz]",#d500f9,#d500f9,#d500f9,3,3,0,-1
h5netcdf,#d500f9,#d500f9,#d500f9,3,3,0,-1
numbagg,#d500f9,#d500f9,#d500f9,3,3,0,-1
nc-time-axis,#d500f9,#d500f9,#d500f9,3,3,0,-1
jaraco.test,#d500f9,#d500f9,#d500f9,3,3,0,-1
cherrypy,#d500f9,#d500f9,#d500f9,3,3,0,-1
jaraco.mongodb,#d500f9,#d500f9,#d500f9,3,3,0,-1
wordnik-py3,#d500f9,#d500f9,#d500f9,3,3,0,-1
tempora,#d500f9,#d500f9,#d500f9,3,3,0,-1
irc,#d500f9,#d500f9,#d500f9,3,3,0,-1
jaraco.collections,#d500f9,#d500f9,#d500f9,3,3,0,-1
build,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
virtualenv,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyproject_hooks,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mdurl,#74b9ff,#74b9ff,#ff4081,1,1,0,6
linkify-it-py,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pygraphviz,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-httpdomain,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
azure-storage-file-datalake,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
snowballstemmer,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
types-typed-ast,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
imagesize,#74b9ff,#74b9ff,#ff4081,1,1,0,7
hyperframe,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
hpack,#74b9ff,#74b9ff,#ff4081,1,1,0,6
astor,#d500f9,#d500f9,#d500f9,3,3,0,-1
zest.releaser,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pep440,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
zope.testing,#d500f9,#d500f9,#d500f9,3,3,0,-1
zope.testrunner,#d500f9,#d500f9,#d500f9,3,3,0,-1
readme-renderer[md],#d500f9,#d500f9,#d500f9,3,3,0,-1
berkeleydb,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
awscrt,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
slack-sdk,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sagemaker,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
purl,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sqlitedict,#74b9ff,#74b9ff,#ff4081,1,1,0,6
objgraph,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
aenum,#d500f9,#d500f9,#d500f9,3,3,0,-1
retrolab,#d500f9,#d500f9,#d500f9,3,3,0,-1
docopt,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
distlib,#d500f9,#d500f9,#d500f9,3,3,0,-1
pytest-freezer,#d500f9,#d500f9,#d500f9,3,3,0,-1
coverage-enable-subprocess,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
constantly,#d500f9,#d500f9,#d500f9,3,3,0,-1
"twisted[conch,http2,serial,test,tls]",#d500f9,#d500f9,#d500f9,3,3,0,-1
pygobject,#d500f9,#d500f9,#d500f9,3,3,0,-1
automat,#d500f9,#d500f9,#d500f9,3,3,0,-1
incremental,#d500f9,#d500f9,#d500f9,3,3,0,-1
hyperlink,#d500f9,#d500f9,#d500f9,3,3,0,-1
cython-test-exception-raiser,#d500f9,#d500f9,#d500f9,3,3,0,-1
twisted[macos-platform],#d500f9,#d500f9,#d500f9,3,3,0,-1
"twisted[all-non-platform,dev]",#d500f9,#d500f9,#d500f9,3,3,0,-1
twisted[dev-release],#d500f9,#d500f9,#d500f9,3,3,0,-1
pyserial,#d500f9,#d500f9,#d500f9,3,3,0,-1
zope-interface,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
priority,#d500f9,#d500f9,#d500f9,3,3,0,-1
twisted-iocpsupport,#d500f9,#d500f9,#d500f9,3,3,0,-1
python-subunit,#d500f9,#d500f9,#d500f9,3,3,0,-1
mypy-zope,#d500f9,#d500f9,#d500f9,3,3,0,-1
appdirs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
twisted[all-non-platform],#d500f9,#d500f9,#d500f9,3,3,0,-1
sphinx-sitemap,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
"pydata-sphinx-theme[doc,test]",#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-comprehensions,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
"polars[pyarrow,pandas]",#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
readthedocs-sphinx-ext,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
murmurhash,#74b9ff,#74b9ff,#ff4081,1,1,0,6
py3nvml,#d500f9,#d500f9,#d500f9,3,3,0,-1
aiobotocore[awscli],#d500f9,#d500f9,#d500f9,3,3,0,-1
et-xmlfile,#d500f9,#d500f9,#d500f9,3,3,0,-1
tensorflow-data-validation,#d500f9,#d500f9,#d500f9,3,3,0,-1
tensorflow-io,#d500f9,#d500f9,#d500f9,3,3,0,-1
futures,#d500f9,#d500f9,#d500f9,3,3,0,-1
tensorflow-metadata,#d500f9,#d500f9,#d500f9,3,3,0,-1
mako,#d500f9,#d500f9,#d500f9,3,3,0,-1
crepe,#d500f9,#d500f9,#d500f9,3,3,0,-1
bz2file,#d500f9,#d500f9,#d500f9,3,3,0,-1
pretty-midi,#d500f9,#d500f9,#d500f9,3,3,0,-1
promise,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pretend,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
parso,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
db-dtypes,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
azure-nspkg,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupyterlab-geojson,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
bump2version,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
olefile,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
opentelemetry-sdk,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
opentelemetry-instrumentation,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
